model,imgsz,epochs,batch,sahi,mAP50,mAP50_95,precision,recall,weights,timestamp,AP50_pedestrian,AP5095_pedestrian,AP50_people,AP5095_people,AP50_bicycle,AP5095_bicycle,AP50_car,AP5095_car,AP50_van,AP5095_van,AP50_truck,AP5095_truck,AP50_three_wheeler,AP5095_three_wheeler,AP50_bus,AP5095_bus,AP50_motor,AP5095_motor
yolov8s,640,50,8,False,0.4408,0.2609,0.5573,0.4094,c:\Users\Yasindu\Desktop\Stuff\5.ML Projects\deep-learning-projects\01_aerovision_lk\weights\yolov8s_baseline.pt,2026-03-21T05:01:46,0.4447,0.2001,0.3524,0.1304,0.1318,0.0558,0.8034,0.5664,0.4452,0.3157,0.3755,0.2509,0.3677,0.2131,0.5947,0.4187,0.4519,0.1966
